"var"	"tipo"	"nulo"	"llave"	"valor"
"REGTENV1"	"D"	NA	"5"	"Cesión semigratuita"
"REGTENV1"	"D"	NA	"6"	"Cesión gratuita"
"REGTENV2"	"D"	NA	"1"	"Propiedad sin préstamo o hipoteca en curso"
"REGTENV2"	"D"	NA	"2"	"Propiedad con préstamo o hipoteca en curso"
"REGTENV2"	"D"	NA	"3"	"Alquiler"
"REGTENV2"	"D"	NA	"4"	"Alquiler reducido (renta antigua)"
"REGTENV2"	"D"	NA	"5"	"Cesión semigratuita"
"REGTENV2"	"D"	NA	"6"	"Cesión gratuita"
"REGTENV3"	"D"	NA	"1"	"Propiedad sin préstamo o hipoteca en curso"
"REGTENV3"	"D"	NA	"2"	"Propiedad con préstamo o hipoteca en curso"
"REGTENV3"	"D"	NA	"3"	"Alquiler"
"REGTENV3"	"D"	NA	"4"	"Alquiler reducido (renta antigua)"
"REGTENV3"	"D"	NA	"5"	"Cesión semigratuita"
"REGTENV3"	"D"	NA	"6"	"Cesión gratuita"
"REGTENV4"	"D"	NA	"1"	"Propiedad sin préstamo o hipoteca en curso"
"REGTENV4"	"D"	NA	"2"	"Propiedad con préstamo o hipoteca en curso"
"REGTENV4"	"D"	NA	"3"	"Alquiler"
"REGTENV4"	"D"	NA	"4"	"Alquiler reducido (renta antigua)"
"REGTENV4"	"D"	NA	"5"	"Cesión semigratuita"
"REGTENV4"	"D"	NA	"6"	"Cesión gratuita"
"REGTENV5"	"D"	NA	"1"	"Propiedad sin préstamo o hipoteca en curso"
"REGTENV5"	"D"	NA	"2"	"Propiedad con préstamo o hipoteca en curso"
"REGTENV5"	"D"	NA	"3"	"Alquiler"
"REGTENV5"	"D"	NA	"4"	"Alquiler reducido (renta antigua)"
"REGTENV5"	"D"	NA	"5"	"Cesión semigratuita"
"REGTENV5"	"D"	NA	"6"	"Cesión gratuita"
"REGTENV6"	"D"	NA	"1"	"Propiedad sin préstamo o hipoteca en curso"
"REGTENV6"	"D"	NA	"2"	"Propiedad con préstamo o hipoteca en curso"
"REGTENV6"	"D"	NA	"3"	"Alquiler"
"REGTENV6"	"D"	NA	"4"	"Alquiler reducido (renta antigua)"
"REGTENV6"	"D"	NA	"5"	"Cesión semigratuita"
"REGTENV6"	"D"	NA	"6"	"Cesión gratuita"
"REGTENV7"	"D"	NA	"1"	"Propiedad sin préstamo o hipoteca en curso"
"REGTENV7"	"D"	NA	"2"	"Propiedad con préstamo o hipoteca en curso"
"REGTENV7"	"D"	NA	"3"	"Alquiler"
"REGTENV7"	"D"	NA	"4"	"Alquiler reducido (renta antigua)"
"REGTENV7"	"D"	NA	"5"	"Cesión semigratuita"
"REGTENV7"	"D"	NA	"6"	"Cesión gratuita"
"REGTENV8"	"D"	NA	"1"	"Propiedad sin préstamo o hipoteca en curso"
"REGTENV8"	"D"	NA	"2"	"Propiedad con préstamo o hipoteca en curso"
"REGTENV8"	"D"	NA	"3"	"Alquiler"
"REGTENV8"	"D"	NA	"4"	"Alquiler reducido (renta antigua)"
"REGTENV8"	"D"	NA	"5"	"Cesión semigratuita"
"REGTENV8"	"D"	NA	"6"	"Cesión gratuita"
"REGTENV9"	"D"	NA	"1"	"Propiedad sin préstamo o hipoteca en curso"
"REGTENV9"	"D"	NA	"2"	"Propiedad con préstamo o hipoteca en curso"
"REGTENV9"	"D"	NA	"3"	"Alquiler"
"REGTENV9"	"D"	NA	"4"	"Alquiler reducido (renta antigua)"
"REGTENV9"	"D"	NA	"5"	"Cesión semigratuita"
"REGTENV9"	"D"	NA	"6"	"Cesión gratuita"
"MESESV1"	"N"	NA	NA	""
"MESESV2"	"N"	NA	NA	""
"MESESV3"	"N"	NA	NA	""
"MESESV4"	"N"	NA	NA	""
"MESESV5"	"N"	NA	NA	""
"MESESV6"	"N"	NA	NA	""
"MESESV7"	"N"	NA	NA	""
"MESESV8"	"N"	NA	NA	""
"MESESV9"	"N"	NA	NA	""
"DIASV1"	"N"	NA	NA	""
"DIASV2"	"N"	NA	NA	""
"DIASV3"	"N"	NA	NA	""
"DIASV4"	"N"	NA	NA	""
"DIASV5"	"N"	NA	NA	""
"DIASV6"	"N"	NA	NA	""
"DIASV7"	"N"	NA	NA	""
"DIASV8"	"N"	NA	NA	""
"DIASV9"	"N"	NA	NA	""
"AGUACV1"	"D"	NA	"1"	"Sí"
"AGUACV1"	"D"	NA	"6"	"No"
"AGUACV2"	"D"	NA	"1"	"Sí"
"AGUACV2"	"D"	NA	"6"	"No"
"AGUACV3"	"D"	NA	"1"	"Sí"
"AGUACV3"	"D"	NA	"6"	"No"
"AGUACV4"	"D"	NA	"1"	"Sí"
"AGUACV4"	"D"	NA	"6"	"No"
"AGUACV5"	"D"	NA	"1"	"Sí"
"AGUACV5"	"D"	NA	"6"	"No"
"AGUACV6"	"D"	NA	"1"	"Sí"
"AGUACV6"	"D"	NA	"6"	"No"
"AGUACV7"	"D"	NA	"1"	"Sí"
"AGUACV7"	"D"	NA	"6"	"No"
"AGUACV8"	"D"	NA	"1"	"Sí"
"AGUACV8"	"D"	NA	"6"	"No"
"AGUACV9"	"D"	NA	"1"	"Sí"
"AGUACV9"	"D"	NA	"6"	"No"
"FUENACV1"	"D"	NA	"1"	"Electricidad"
"FUENACV1"	"D"	NA	"2"	"Gas natural"
"FUENACV1"	"D"	NA	"3"	"Gas licuado"
"FUENACV1"	"D"	NA	"4"	"Otros combustibles líquidos"
"FUENACV1"	"D"	NA	"5"	"Combustibles sólidos"
"FUENACV1"	"D"	NA	"6"	"Energía solar"
"FUENACV2"	"D"	NA	"1"	"Electricidad"
"FUENACV2"	"D"	NA	"2"	"Gas natural"
"FUENACV2"	"D"	NA	"3"	"Gas licuado"
"FUENACV2"	"D"	NA	"4"	"Otros combustibles líquidos"
"FUENACV2"	"D"	NA	"5"	"Combustibles sólidos"
"FUENACV2"	"D"	NA	"6"	"Energía solar"
"FUENACV3"	"D"	NA	"1"	"Electricidad"
"FUENACV3"	"D"	NA	"2"	"Gas natural"
"FUENACV3"	"D"	NA	"3"	"Gas licuado"
"FUENACV3"	"D"	NA	"4"	"Otros combustibles líquidos"
"FUENACV3"	"D"	NA	"5"	"Combustibles sólidos"
"FUENACV3"	"D"	NA	"6"	"Energía solar"
"FUENACV4"	"D"	NA	"1"	"Electricidad"
"FUENACV4"	"D"	NA	"2"	"Gas natural"
"FUENACV4"	"D"	NA	"3"	"Gas licuado"
"FUENACV4"	"D"	NA	"4"	"Otros combustibles líquidos"
"FUENACV4"	"D"	NA	"5"	"Combustibles sólidos"
"FUENACV4"	"D"	NA	"6"	"Energía solar"
"FUENACV5"	"D"	NA	"1"	"Electricidad"
"FUENACV5"	"D"	NA	"2"	"Gas natural"
"FUENACV5"	"D"	NA	"3"	"Gas licuado"
"FUENACV5"	"D"	NA	"4"	"Otros combustibles líquidos"
"FUENACV5"	"D"	NA	"5"	"Combustibles sólidos"
"FUENACV5"	"D"	NA	"6"	"Energía solar"
"FUENACV6"	"D"	NA	"1"	"Electricidad"
"FUENACV6"	"D"	NA	"2"	"Gas natural"
"FUENACV6"	"D"	NA	"3"	"Gas licuado"
"FUENACV6"	"D"	NA	"4"	"Otros combustibles líquidos"
"FUENACV6"	"D"	NA	"5"	"Combustibles sólidos"
"FUENACV6"	"D"	NA	"6"	"Energía solar"
"FUENACV7"	"D"	NA	"1"	"Electricidad"
"FUENACV7"	"D"	NA	"2"	"Gas natural"
"FUENACV7"	"D"	NA	"3"	"Gas licuado"
"FUENACV7"	"D"	NA	"4"	"Otros combustibles líquidos"
"FUENACV7"	"D"	NA	"5"	"Combustibles sólidos"
"FUENACV7"	"D"	NA	"6"	"Energía solar"
"FUENACV8"	"D"	NA	"1"	"Electricidad"
"FUENACV8"	"D"	NA	"2"	"Gas natural"
"FUENACV8"	"D"	NA	"3"	"Gas licuado"
"FUENACV8"	"D"	NA	"4"	"Otros combustibles líquidos"
"FUENACV8"	"D"	NA	"5"	"Combustibles sólidos"
"FUENACV8"	"D"	NA	"6"	"Energía solar"
"FUENACV9"	"D"	NA	"1"	"Electricidad"
"FUENACV9"	"D"	NA	"2"	"Gas natural"
"FUENACV9"	"D"	NA	"3"	"Gas licuado"
"FUENACV9"	"D"	NA	"4"	"Otros combustibles líquidos"
"FUENACV9"	"D"	NA	"5"	"Combustibles sólidos"
"FUENACV9"	"D"	NA	"6"	"Energía solar"
"CALEFV1"	"D"	NA	"1"	"Sí"
"CALEFV1"	"D"	NA	"2"	"No"
"CALEFV2"	"D"	NA	"1"	"Sí"
"CALEFV2"	"D"	NA	"2"	"No"
"CALEFV3"	"D"	NA	"1"	"Sí"
"CALEFV3"	"D"	NA	"2"	"No"
"CALEFV4"	"D"	NA	"1"	"Sí"
"CALEFV4"	"D"	NA	"2"	"No"
"CALEFV5"	"D"	NA	"1"	"Sí"
"CALEFV5"	"D"	NA	"2"	"No"
"CALEFV6"	"D"	NA	"1"	"Sí"
"CALEFV6"	"D"	NA	"2"	"No"
"CALEFV7"	"D"	NA	"1"	"Sí"
"CALEFV7"	"D"	NA	"2"	"No"
"CALEFV8"	"D"	NA	"1"	"Sí"
"CALEFV8"	"D"	NA	"2"	"No"
"CALEFV9"	"D"	NA	"1"	"Sí"
"CALEFV9"	"D"	NA	"2"	"No"
"FUENCAV1"	"D"	NA	"1"	"Electricidad"
"FUENCAV1"	"D"	NA	"2"	"Gas natural"
"FUENCAV1"	"D"	NA	"3"	"Gas licuado"
"FUENCAV1"	"D"	NA	"4"	"Otros combustibles líquidos"
"FUENCAV1"	"D"	NA	"5"	"Combustibles sólidos"
"FUENCAV1"	"D"	NA	"6"	"Energía solar"
"FUENCAV2"	"D"	NA	"1"	"Electricidad"
"FUENCAV2"	"D"	NA	"2"	"Gas natural"
"FUENCAV2"	"D"	NA	"3"	"Gas licuado"
"FUENCAV2"	"D"	NA	"4"	"Otros combustibles líquidos"
"FUENCAV2"	"D"	NA	"5"	"Combustibles sólidos"
"FUENCAV2"	"D"	NA	"6"	"Energía solar"
"FUENCAV3"	"D"	NA	"1"	"Electricidad"
"FUENCAV3"	"D"	NA	"2"	"Gas natural"
"FUENCAV3"	"D"	NA	"3"	"Gas licuado"
"FUENCAV3"	"D"	NA	"4"	"Otros combustibles líquidos"
"FUENCAV3"	"D"	NA	"5"	"Combustibles sólidos"
"FUENCAV3"	"D"	NA	"6"	"Energía solar"
"FUENCAV4"	"D"	NA	"1"	"Electricidad"
"FUENCAV4"	"D"	NA	"2"	"Gas natural"
"FUENCAV4"	"D"	NA	"3"	"Gas licuado"
"FUENCAV4"	"D"	NA	"4"	"Otros combustibles líquidos"
"FUENCAV4"	"D"	NA	"5"	"Combustibles sólidos"
"FUENCAV4"	"D"	NA	"6"	"Energía solar"
"FUENCAV5"	"D"	NA	"1"	"Electricidad"
"FUENCAV5"	"D"	NA	"2"	"Gas natural"
"FUENCAV5"	"D"	NA	"3"	"Gas licuado"
"FUENCAV5"	"D"	NA	"4"	"Otros combustibles líquidos"
"FUENCAV5"	"D"	NA	"5"	"Combustibles sólidos"
"FUENCAV5"	"D"	NA	"6"	"Energía solar"
"FUENCAV6"	"D"	NA	"1"	"Electricidad"
"FUENCAV6"	"D"	NA	"2"	"Gas natural"
"FUENCAV6"	"D"	NA	"3"	"Gas licuado"
"FUENCAV6"	"D"	NA	"4"	"Otros combustibles líquidos"
"FUENCAV6"	"D"	NA	"5"	"Combustibles sólidos"
"FUENCAV6"	"D"	NA	"6"	"Energía solar"
"FUENCAV7"	"D"	NA	"1"	"Electricidad"
"FUENCAV7"	"D"	NA	"2"	"Gas natural"
"FUENCAV7"	"D"	NA	"3"	"Gas licuado"
"FUENCAV7"	"D"	NA	"4"	"Otros combustibles líquidos"
"FUENCAV7"	"D"	NA	"5"	"Combustibles sólidos"
"FUENCAV7"	"D"	NA	"6"	"Energía solar"
"FUENCAV8"	"D"	NA	"1"	"Electricidad"
"FUENCAV8"	"D"	NA	"2"	"Gas natural"
"FUENCAV8"	"D"	NA	"3"	"Gas licuado"
"FUENCAV8"	"D"	NA	"4"	"Otros combustibles líquidos"
"FUENCAV8"	"D"	NA	"5"	"Combustibles sólidos"
"FUENCAV8"	"D"	NA	"6"	"Energía solar"
"FUENCAV9"	"D"	NA	"1"	"Electricidad"
"FUENCAV9"	"D"	NA	"2"	"Gas natural"
"FUENCAV9"	"D"	NA	"3"	"Gas licuado"
"FUENCAV9"	"D"	NA	"4"	"Otros combustibles líquidos"
"FUENCAV9"	"D"	NA	"5"	"Combustibles sólidos"
"FUENCAV9"	"D"	NA	"6"	"Energía solar"
"GASTOT"	"N"	NA	NA	""
"IMPUTGAS"	"N"	NA	NA	""
"GASTMON"	"N"	NA	NA	""
"GASTNOM1"	"N"	NA	NA	""
"GASTNOM2"	"N"	NA	NA	""
"GASTNOM3"	"N"	NA	NA	""
"GASTNOM4"	"N"	NA	NA	""
"CAPROP"	"D"	NA	"1"	"Sí"
"CAPROP"	"D"	NA	"6"	"No"
"CAJENA"	"D"	NA	"1"	"Sí"
"CAJENA"	"D"	NA	"6"	"No"
"PENSIO"	"D"	NA	"1"	"Sí"
"PENSIO"	"D"	NA	"6"	"No"
"DESEM"	"D"	NA	"1"	"Sí"
"DESEM"	"D"	NA	"6"	"No"
"OTRSUB"	"D"	NA	"1"	"Sí"
"OTRSUB"	"D"	NA	"6"	"No"
"RENTAS"	"D"	NA	"1"	"Sí"
"RENTAS"	"D"	NA	"6"	"No"
"OTROIN"	"D"	NA	"1"	"Sí"
"OTROIN"	"D"	NA	"6"	"No"
"FUENPRIN"	"D"	NA	"1"	"Cuenta propia"
"FUENPRIN"	"D"	NA	"2"	"Cuenta ajena"
"FUENPRIN"	"D"	NA	"3"	"Pensiones contributivas"
"FUENPRIN"	"D"	NA	"4"	"Desempleo"
"FUENPRIN"	"D"	NA	"5"	"Otras prestaciones"
"FUENPRIN"	"D"	NA	"6"	"Rentas del capital y la propiedad"
"FUENPRIN"	"D"	NA	"7"	"Otros ingresos regulares"
"FUENPRINRED"	"D"	NA	"1"	"Trabajo por cuenta propia y rentas de la propiedad y del capital"
"FUENPRINRED"	"D"	NA	"2"	"Trabajo por cuenta ajena"
"FUENPRINRED"	"D"	NA	"3"	"Pensiones, subsidios y otras prestaciones e ingresos regulares"
"IMPEXAC"	"N"	NA	NA	""
"IMPUEXAC"	"D"	NA	"1"	"Sí"
"IMPUEXAC"	"D"	NA	"6"	"No"
"INTERIN"	"D"	NA	"1"	"Menos de 500 "
"INTERIN"	"D"	NA	"2"	"De 500 a menos de 1000 euros"
"INTERIN"	"D"	NA	"3"	"De 1000 a menos de 1500 euros"
"INTERIN"	"D"	NA	"4"	"De 1500 a menos de 2000 euros"
"INTERIN"	"D"	NA	"5"	"De 2000 a menos de 2500 euros"
"INTERIN"	"D"	NA	"6"	"De 2500 a menos de 3000 euros"
"INTERIN"	"D"	NA	"7"	"De 3000 a menos de 5000 euros"
"INTERIN"	"D"	NA	"8"	"De 5000 a menos de 7000 euros"
"INTERIN"	"D"	NA	"9"	"De 7000 a menos de 9000 euros"
"INTERIN"	"D"	NA	"10"	"9000 o más euros"
"IMPUINTER"	"D"	NA	"1"	"Sí"
"IMPUINTER"	"D"	NA	"6"	"No"
"NUMPERI"	"N"	NA	NA	""
"COMIMH"	"N"	NA	NA	""
"COMISD"	"N"	NA	NA	""
"COMIHU"	"N"	NA	NA	""
"COMIINV"	"N"	NA	NA	""
"COMITOT"	"N"	NA	NA	""
